,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2004,3,2,2,0,0,0,29*,34,,141.67,3,0
1,2007,1,1,0,0,0,0,1,1,1.0,16.67,0,0
2,Overall (2),4,3,2,0,0,0,29*,35,35.0,116.67,3,0
