,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2002,9,9,2,0,1,2,57*,159,22.71,85.03,3,0
1,2003,4,4,0,0,0,0,9,18,4.5,41.86,1,0
2,2004,2,2,0,0,0,1,3,3,1.5,33.33,0,0
3,Overall (3),15,15,2,0,1,3,57*,180,13.85,75.31,4,0
