,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1986,2,2,0,0,0,1,10,10,5.0,37.04,0,0
1,1988,3,3,0,0,0,0,11,23,7.67,21.7,0,0
2,1990,2,2,0,0,0,0,18,26,13.0,24.53,1,0
3,Overall (3),7,7,0,0,0,1,18,59,8.43,24.69,1,0
