,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2014,2,2,0,0,1,0,55,77,38.5,64.71,0,0
1,2015,2,2,0,0,1,0,53,89,44.5,74.17,0,0
2,2016,6,6,1,0,2,0,97,216,43.2,76.6,2,0
3,2017,2,2,1,1,0,0,143*,180,180.0,94.74,0,0
4,2018,6,6,0,0,3,1,85,266,44.33,72.09,3,0
5,Overall (5),18,18,2,1,7,1,143*,828,51.75,76.67,5,0
