,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1996,4,2,0,0,0,0,5,6,3.0,33.33,2,0
1,1997,1,1,0,0,0,0,14,14,14.0,107.69,1,0
2,1998,1,1,0,0,0,0,1,1,1.0,50.0,2,0
3,2000,1,1,0,0,0,0,41,41,41.0,69.49,0,0
4,2001,8,8,2,0,0,2,26*,62,10.33,65.96,3,0
5,Overall (5),15,13,2,0,0,2,41,124,11.27,66.67,8,0
