,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1976,1,0,0,0,0,0,0,0,,,0,0
1,1979,3,1,1,0,0,0,3*,3,,100.0,0,0
2,1980,5,4,2,0,0,0,7*,17,8.5,50.0,0,0
3,1981,2,1,1,0,0,0,14*,14,,155.56,0,0
4,1982,2,1,1,0,0,0,2*,2,,33.33,0,0
5,1983,4,1,0,0,0,0,39,39,39.0,95.12,1,0
6,1985,5,4,3,0,0,0,16*,26,26.0,55.32,1,0
7,Overall (7),22,12,8,0,0,0,39,101,25.25,72.14,2,0
