,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2003,1,1,0,0,0,0,3,3,3.0,30.0,1,0
1,2005,4,4,0,0,1,1,74,134,33.5,95.04,0,0
2,2006,6,5,0,0,0,1,23,60,12.0,74.07,4,0
3,2009,15,14,1,1,1,2,194*,430,33.08,96.41,9,1
4,2010,8,7,0,0,1,0,56,174,24.86,80.93,4,0
5,2011,3,3,0,0,0,1,14,18,6.0,50.0,0,0
6,2015,2,1,0,0,0,0,10,10,10.0,125.0,1,0
7,Overall (7),39,35,1,1,3,5,194*,829,24.38,88.47,19,1
