,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2017,7,5,1,0,0,1,22,52,13.0,89.66,4,0
1,2018,2,2,0,0,0,1,11,11,5.5,84.62,0,0
2,Overall (2),9,7,1,0,0,2,22,63,10.5,88.73,4,0
