,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2018,3,3,0,0,0,1,12,13,4.33,30.23,0,0
1,2019,1,1,0,0,0,1,0,0,0.0,,0,0
2,Overall (2),4,4,0,0,0,2,12,13,3.25,27.66,0,0
