,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2017,4,4,1,0,1,1,89*,134,44.67,69.07,1,0
1,2018,1,1,0,0,0,0,5,5,5.0,71.43,1,0
2,2019,1,0,0,0,0,0,0,0,,,1,0
3,Overall (3),6,5,1,0,1,1,89*,139,34.75,69.15,3,0
