,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1971,1,1,0,0,0,0,24,24,24.0,51.06,0,0
1,1972,3,3,0,0,1,0,60,114,38.0,58.16,0,0
2,1973,4,4,1,0,1,0,63,106,35.33,74.65,0,0
3,1974,4,3,1,0,1,0,55*,96,48.0,66.67,1,0
4,1975,7,6,1,1,1,0,131,267,53.4,68.81,2,0
5,1981,2,2,0,0,0,0,26,31,15.5,29.52,0,0
6,1982,3,3,0,0,1,0,69,119,39.67,106.25,0,0
7,Overall (7),24,22,3,1,5,0,131,757,39.84,66.75,3,0
