,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2000,8,7,1,0,0,0,24,96,16.0,62.75,2,0
1,2003,13,13,1,1,1,1,106,277,23.08,79.37,4,0
2,2004,10,10,0,1,2,0,100,349,34.9,75.22,2,0
3,2005,15,11,2,0,2,1,66,292,32.44,66.82,4,0
4,2006,5,5,1,0,0,0,44*,83,20.75,82.18,4,0
5,Overall (5),51,46,5,2,5,2,106,1097,26.76,72.94,16,0
