,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2013,4,3,0,0,2,1,70,121,40.33,87.68,0,0
1,2014,2,2,0,0,1,0,88,104,52.0,83.87,4,0
2,Overall (2),6,5,0,0,3,1,88,225,45.0,85.88,4,0
