,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2007,1,1,0,0,0,0,17,17,17.0,73.91,0,0
1,2009,2,1,0,0,0,0,10,10,10.0,58.82,1,0
2,Overall (2),3,2,0,0,0,0,17,27,13.5,67.5,1,0
