,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1985,3,2,0,0,0,0,7,11,5.5,39.29,3,1
1,1987,6,4,3,0,0,1,9*,21,21.0,63.64,7,1
2,1988,4,2,0,0,0,1,2,2,1.0,20.0,3,1
3,Overall (3),13,8,3,0,0,2,9*,34,6.8,47.89,13,3
