,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1995,8,7,2,0,0,0,18,53,10.6,52.48,9,3
1,1996,12,9,1,0,0,0,26,102,12.75,57.95,18,2
2,1997,4,2,1,0,0,0,10*,17,17.0,77.27,3,0
3,2000,1,1,0,0,0,0,15,15,15.0,78.95,2,0
4,2001,3,0,0,0,0,0,0,0,,,8,1
5,2004,4,1,1,0,0,0,35*,35,,63.64,4,2
6,2005,14,12,3,0,0,3,46*,193,21.44,88.94,15,1
7,Overall (7),46,32,8,0,0,3,46*,415,17.29,70.34,59,9
