,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2009,1,1,0,0,0,0,5,5,5.0,125.0,1,0
1,2010,5,5,0,0,1,0,87,197,39.4,105.91,7,0
2,2011,2,2,0,0,0,1,42,42,21.0,102.44,0,0
3,Overall (3),8,8,0,0,1,1,87,244,30.5,105.63,8,0
