,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2001,4,1,0,0,0,0,2,2,2.0,20.0,2,0
1,2002,6,5,2,0,0,1,7*,18,6.0,43.9,0,0
2,2003,13,7,3,0,0,1,11,33,8.25,37.08,1,0
3,Overall (3),23,13,5,0,0,2,11,53,6.63,37.86,3,0
