,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2006,7,3,1,0,0,0,12,19,9.5,65.52,4,0
1,2007,12,10,4,0,0,2,22,66,11.0,91.67,3,0
2,Overall (2),19,13,5,0,0,2,22,85,10.63,84.16,7,0
