,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2002,7,3,2,0,0,0,7,11,11.0,84.62,1,0
1,2003,6,3,0,0,0,1,10,19,6.33,51.35,3,0
2,2008,1,1,1,0,0,0,11*,11,,100.0,0,0
3,Overall (3),14,7,3,0,0,1,11*,41,10.25,67.21,4,0
