,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2016,3,0,0,0,0,0,0,0,,,0,0
1,2017,5,4,0,0,0,0,4,9,2.25,32.14,3,0
2,2018,2,1,0,0,0,0,7,7,7.0,87.5,0,0
3,Overall (3),10,5,0,0,0,0,7,16,3.2,44.44,3,0
