,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1997,25,19,2,0,1,1,55,287,16.88,69.32,20,2
1,1998,1,1,0,0,0,0,8,8,8.0,53.33,3,0
2,1999,1,1,0,0,0,0,18,18,18.0,35.29,2,0
3,2000,7,6,2,0,0,1,22,49,12.25,61.25,2,1
4,Overall (4),34,27,4,0,1,2,55,362,15.74,64.64,27,3
