,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2008,5,3,2,0,0,0,16*,27,27.0,49.09,4,0
1,2009,4,1,1,0,0,0,0*,0,,,1,0
2,2010,7,5,5,0,0,0,7*,14,,35.9,2,0
3,2012,2,1,0,0,0,0,5,5,5.0,27.78,0,0
4,Overall (4),18,10,8,0,0,0,16*,46,23.0,41.07,7,0
