,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1988,2,2,0,0,0,0,8,16,8.0,29.63,0,0
1,1991,7,7,0,0,2,0,64,232,33.14,58.88,3,0
2,Overall (2),9,9,0,0,2,0,64,248,27.56,55.36,3,0
