,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1985,3,0,0,0,0,0,0,0,,,1,0
1,1986,2,1,0,0,0,0,7,7,7.0,35.0,0,0
2,1987,6,1,0,0,0,0,4,4,4.0,,1,0
3,Overall (3),11,2,0,0,0,0,7,11,5.5,45.83,2,0
