,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1999,2,2,0,0,0,1,3,3,1.5,37.5,0,0
1,2006,15,3,2,0,0,1,4*,5,5.0,71.43,2,0
2,2007,2,2,0,0,0,2,0,0,0.0,,0,0
3,Overall (3),19,7,2,0,0,4,4*,8,1.6,44.44,2,0
