,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1992,3,3,0,0,0,0,33,51,17.0,71.83,0,0
1,1995,10,9,4,0,0,0,21*,80,16.0,58.82,3,0
2,1996,5,4,3,0,0,0,13*,31,31.0,57.41,1,0
3,Overall (3),18,16,7,0,0,0,33,162,18.0,62.07,4,0
