,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2006,9,7,2,0,0,2,31*,62,12.4,78.48,1,0
1,2007,13,8,0,0,1,2,66,102,12.75,65.81,1,0
2,2008,6,5,2,0,0,0,17,34,11.33,75.56,0,0
3,2009,15,14,3,0,0,0,40,184,16.73,85.98,3,0
4,2010,10,8,0,0,0,2,19,43,5.38,68.25,2,0
5,2011,6,5,2,0,0,2,44*,56,18.67,71.79,0,0
6,2012,2,1,0,0,0,0,17,17,17.0,48.57,0,0
7,2013,6,4,0,0,0,1,12,23,5.75,41.82,0,0
8,2014,2,1,0,0,0,0,7,7,7.0,53.85,0,0
9,Overall (9),69,53,9,0,1,9,66,528,12.0,71.64,7,0
