,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2014,8,6,4,0,0,1,5,10,5.0,32.26,4,0
1,2015,8,5,3,0,0,0,15,38,19.0,62.3,1,0
2,Overall (2),16,11,7,0,0,1,15,48,12.0,52.17,5,0
