,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1997,6,1,0,0,0,0,1,1,1.0,,1,0
1,1998,7,3,1,0,0,1,3*,4,2.0,33.33,3,0
2,2001,3,1,0,0,0,0,1,1,1.0,20.0,2,0
3,Overall (3),16,5,1,0,0,1,3*,6,1.5,31.58,6,0
