,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1986,3,2,0,0,0,2,0,0,0.0,,0,0
1,1988,11,6,4,0,0,0,11*,42,21.0,77.78,2,0
2,1990,7,3,1,0,0,1,19,25,12.5,64.1,0,0
3,1991,4,3,1,0,0,2,9*,9,4.5,52.94,0,0
4,1992,16,10,3,0,0,0,26,56,8.0,43.41,4,0
5,1993,15,8,5,0,0,1,15,55,18.33,52.88,5,0
6,1994,3,2,0,0,0,0,21,23,11.5,82.14,0,0
7,1995,3,1,0,0,0,1,0,0,0.0,,0,0
8,Overall (8),62,35,14,0,0,7,26,210,10.0,56.15,11,0
