,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1994,4,3,0,0,0,0,16,30,10.0,54.55,0,0
1,1995,1,1,0,0,0,0,1,1,1.0,10.0,0,0
2,Overall (2),5,4,0,0,0,0,16,31,7.75,47.69,0,0
