,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1987,2,2,0,0,0,0,6,10,5.0,58.82,0,0
1,1988,14,5,2,0,0,0,31*,66,22.0,75.0,3,0
2,1989,13,9,5,0,0,1,7*,34,8.5,68.0,2,0
3,1990,3,1,0,0,0,0,6,6,6.0,85.71,0,0
4,Overall (4),32,17,7,0,0,1,31*,116,11.6,71.6,5,0
