,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2004,5,5,1,0,0,1,5,13,3.25,50.0,0,0
1,2006,17,8,5,0,0,1,9*,24,8.0,32.88,4,0
2,2007,2,1,0,0,0,0,1,1,1.0,100.0,0,0
3,2008,3,2,2,0,0,0,0*,0,,,1,0
4,2009,9,5,4,0,0,0,1*,2,2.0,11.76,2,0
5,2010,3,2,1,0,0,0,9*,15,15.0,93.75,1,0
6,Overall (6),39,23,13,0,0,2,9*,55,5.5,41.04,8,0
