,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1991,3,3,2,0,0,0,6*,13,13.0,76.47,0,0
1,1992,3,2,1,0,0,0,25*,36,36.0,144.0,3,0
2,Overall (2),6,5,3,0,0,0,25*,49,24.5,116.67,3,0
