,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1999,7,5,5,0,0,0,6*,14,,46.67,2,0
1,2000,2,0,0,0,0,0,0,0,,,0,0
2,2001,4,2,1,0,0,0,1*,2,2.0,25.0,1,0
3,2002,13,9,4,0,0,3,13,26,5.2,44.07,4,0
4,2003,8,6,3,0,0,1,5*,11,3.67,29.73,1,0
5,Overall (5),34,22,13,0,0,4,13,53,5.89,39.55,8,0
