,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2014,3,2,0,0,0,0,8,15,7.5,50.0,8,0
1,2016,9,9,1,0,0,1,36,109,13.63,76.22,7,0
2,2017,3,3,2,0,0,0,27*,46,46.0,64.79,2,0
3,2018,1,1,1,0,0,0,0*,0,,,0,0
4,2019,5,4,1,0,0,1,7,15,5.0,45.45,5,1
5,Overall (5),21,19,5,0,0,2,36,185,13.21,66.55,22,1
