,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1995,5,2,0,0,0,0,16,25,12.5,71.43,1,0
1,2002,12,3,2,0,0,1,0*,0,0.0,,2,0
2,2003,16,11,3,0,0,1,25,68,8.5,55.28,2,0
3,2004,1,1,0,0,0,0,1,1,1.0,6.67,0,0
4,Overall (4),34,17,5,0,0,2,25,94,7.83,54.02,5,0
