,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1978,1,1,0,0,0,0,31,31,31.0,41.33,1,0
1,1979,3,3,1,0,1,0,84*,113,56.5,49.56,1,0
2,1980,6,6,0,0,0,0,34,154,25.67,49.36,2,0
3,1981,10,10,4,1,2,1,102*,390,65.0,61.42,2,0
4,1982,3,3,0,0,1,0,79,93,31.0,52.25,0,0
5,1983,20,20,0,0,3,0,74,552,27.6,44.84,5,0
6,1984,5,5,0,0,0,0,24,64,12.8,28.7,1,0
7,1986,16,16,0,0,3,2,75,417,26.06,51.93,0,0
8,Overall (8),64,64,5,1,10,3,102*,1814,30.75,49.23,12,0
