,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1989,3,2,1,0,0,0,8,9,9.0,52.94,3,0
1,1994,4,4,1,0,1,0,56,76,25.33,76.0,1,1
2,1995,2,2,0,0,0,0,20,22,11.0,66.67,5,1
3,Overall (3),9,8,2,0,1,0,56,107,17.83,71.33,9,2
