,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2004,1,1,0,0,0,0,1,1,1.0,50.0,0,0
1,2006,14,10,2,0,0,1,22*,82,10.25,87.23,0,0
2,2007,10,4,2,0,0,2,2*,2,1.0,40.0,1,0
3,2009,1,0,0,0,0,0,0,0,,,0,0
4,Overall (4),26,15,4,0,0,3,22*,85,7.73,84.16,1,0
