,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2003,3,1,1,0,0,0,13*,13,,100.0,0,0
1,2004,2,0,0,0,0,0,0,0,,,0,0
2,2006,5,1,1,0,0,0,4*,4,,66.67,0,0
3,2007,10,3,0,0,0,1,4,5,1.67,20.0,4,0
4,2008,5,1,1,0,0,0,0*,0,,,0,0
5,2010,1,1,1,0,0,0,2*,2,,200.0,0,0
6,Overall (6),26,7,4,0,0,1,13*,24,8.0,53.33,4,0
