,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2006,3,3,0,0,0,0,6,12,4.0,57.14,3,0
1,2007,17,15,4,0,0,1,45*,308,28.0,109.61,7,0
2,2008,4,4,1,0,0,1,31*,44,14.67,46.81,1,0
3,2009,7,3,2,0,0,0,20*,41,41.0,107.89,3,0
4,2010,16,10,2,0,0,1,42*,147,18.38,111.36,4,0
5,2011,10,9,3,0,0,0,22*,93,15.5,93.0,4,0
6,2012,4,3,0,0,0,0,14,23,7.67,57.5,1,0
7,2013,6,6,3,0,0,0,24,75,25.0,94.94,2,0
8,Overall (8),67,53,15,0,0,3,45*,743,19.55,94.65,25,0
