,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2014,2,2,0,0,0,0,16,24,12.0,48.98,0,0
1,2015,1,1,1,0,0,0,34*,34,,91.89,0,0
2,2016,4,4,0,0,0,2,18,27,6.75,44.26,1,0
3,2018,3,3,0,0,0,0,26,51,17.0,56.04,0,0
4,Overall (4),10,10,1,0,0,2,34*,136,15.11,57.14,1,0
