,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2000,1,1,0,0,0,0,6,6,6.0,100.0,0,0
1,2001,1,1,0,0,0,0,4,4,4.0,80.0,0,0
2,2005,1,0,0,0,0,0,0,0,,,1,0
3,2006,4,3,1,0,0,0,27,38,19.0,76.0,0,0
4,2008,1,1,1,0,0,0,0*,0,,,0,0
5,2009,3,2,1,0,0,0,23*,26,26.0,53.06,1,0
6,Overall (6),11,8,3,0,0,0,27,74,14.8,67.27,2,0
