,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2006,14,13,0,0,2,1,67,356,27.38,74.79,5,0
1,2007,13,13,1,0,0,1,31,131,10.92,66.84,7,0
2,Overall (2),27,26,1,0,2,2,67,487,19.48,72.47,12,0
