,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1980,2,2,0,0,1,0,51,83,41.5,77.57,1,0
1,1986,1,1,1,1,0,0,142*,142,,82.56,0,0
2,1987,26,25,2,1,3,0,111,619,26.91,51.33,15,0
3,1988,2,2,0,0,0,1,4,4,2.0,40.0,0,0
4,Overall (4),31,30,3,2,4,1,142*,848,31.41,56.72,16,0
