,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1980,2,1,0,0,0,1,0,0,0.0,,1,0
1,1981,4,3,2,0,0,0,1,1,1.0,9.09,1,0
2,Overall (2),6,4,2,0,0,1,1,1,0.5,8.33,2,0
