,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1975,3,2,0,0,0,0,37,59,29.5,60.82,1,0
1,1976,2,2,0,0,0,0,13,16,8.0,41.03,0,0
2,1978,2,2,1,0,1,0,78*,94,94.0,62.67,1,0
3,1979,3,3,0,0,0,0,33,54,18.0,47.79,1,0
4,1983,2,2,0,0,0,1,22,22,11.0,37.29,2,0
5,1984,1,1,0,0,0,0,12,12,12.0,60.0,0,0
6,1987,2,2,0,0,0,1,12,12,6.0,38.71,1,0
7,Overall (7),15,14,1,0,1,2,78*,269,20.69,52.85,6,0
