,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2000,14,10,1,0,0,1,40,141,15.67,75.4,13,4
1,2001,5,5,1,0,1,1,51,75,18.75,93.75,6,1
2,Overall (2),19,15,2,0,1,2,51,216,16.62,80.9,19,5
