,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2013,8,8,2,0,0,2,42*,83,13.83,79.81,1,0
1,2014,8,5,1,0,0,0,34*,63,15.75,98.44,4,0
2,2015,3,3,2,0,0,0,41,92,92.0,113.58,2,0
3,2016,9,9,1,0,2,0,74,252,31.5,90.0,3,0
4,2017,13,12,1,0,2,0,71*,321,29.18,98.77,7,0
5,2019,8,5,2,0,1,0,64,204,68.0,182.14,2,0
6,Overall (6),49,42,9,0,5,2,74,1015,30.76,105.07,19,0
