,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2011,16,13,3,0,2,1,92*,336,33.6,124.44,5,0
1,2012,14,11,2,0,1,2,59*,259,28.78,114.6,2,0
2,2013,4,3,0,0,0,0,43,65,21.67,114.04,0,0
3,2014,4,4,1,0,0,0,46,57,19.0,167.65,1,0
4,2015,13,12,3,0,1,2,64*,268,29.78,161.45,3,0
5,2018,1,1,0,0,0,0,13,13,13.0,108.33,0,0
6,Overall (6),52,44,9,0,4,5,92*,998,28.51,130.46,11,0
