,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2012,1,0,0,0,0,0,0,0,,,0,0
1,2017,13,11,2,0,1,0,50*,115,12.78,57.79,3,0
2,2018,16,12,3,0,0,0,37,161,17.89,84.29,9,0
3,2019,4,3,0,0,0,1,4,7,2.33,35.0,1,0
4,Overall (4),34,26,5,0,1,1,50*,283,13.48,69.02,13,0
