,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2014,8,8,0,1,2,1,118,316,39.5,78.61,2,0
1,2015,6,6,0,0,0,1,48,92,15.33,90.2,1,0
2,2017,1,1,0,0,0,0,3,3,3.0,18.75,0,0
3,Overall (3),15,15,0,1,2,2,118,411,27.4,79.04,3,0
