,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2000,3,2,2,0,0,0,5*,7,,50.0,1,0
1,2001,4,2,1,0,0,0,3*,6,6.0,25.0,2,0
2,2002,4,3,1,0,0,0,16*,34,17.0,82.93,2,0
3,Overall (3),11,7,4,0,0,0,16*,47,15.67,59.49,5,0
