,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1989,2,2,0,0,0,0,18,19,9.5,82.61,2,0
1,1990,1,1,1,0,0,0,4*,4,,100.0,2,0
2,Overall (2),3,3,1,0,0,0,18,23,11.5,85.19,4,0
