,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2011,2,2,0,0,0,0,32,53,26.5,91.38,4,0
1,2013,5,5,0,1,1,0,112,212,42.4,62.17,4,0
2,2014,2,2,0,1,0,0,108,131,65.5,106.5,1,1
3,Overall (3),9,9,0,2,1,0,112,396,44.0,75.86,9,1
