,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1992,1,0,0,0,0,0,0,0,,,1,0
1,1993,8,6,1,0,0,0,16,56,11.2,62.22,0,0
2,1997,6,4,1,0,0,0,43,86,28.67,75.44,5,0
3,2001,1,1,0,0,0,0,2,2,2.0,66.67,0,0
4,Overall (4),16,11,2,0,0,0,43,144,16.0,69.57,6,0
