,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1983,3,3,0,0,0,0,16,26,8.67,23.85,1,0
1,1987,6,6,0,0,0,2,41,80,13.33,38.83,1,0
2,1992,10,10,2,0,1,0,60*,205,25.63,61.01,1,0
3,1993,7,7,0,0,0,2,37,79,11.29,61.24,3,0
4,1996,2,2,0,0,0,0,41,47,23.5,58.02,0,0
5,Overall (5),28,28,2,0,1,4,60*,437,16.81,50.75,6,0
