,0,1,2,3,4,5,6,7,8,9,10,11,12
0,1996,5,4,0,0,1,0,72,113,28.25,65.32,1,0
1,1998,1,1,0,0,0,0,3,3,3.0,75.0,1,0
2,Overall (2),6,5,0,0,1,0,72,116,23.2,65.54,2,0
