,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2004,16,14,3,0,0,4,14*,51,4.64,35.42,3,0
1,2005,7,5,1,0,0,0,16*,39,9.75,62.9,0,0
2,2011,2,2,1,0,0,1,4*,4,4.0,30.77,2,0
3,2013,4,3,1,0,0,1,3*,4,2.0,26.67,0,0
4,2014,9,7,2,0,0,2,15*,31,6.2,39.24,2,0
5,2015,26,17,5,0,0,1,33,98,8.17,69.5,2,0
6,2016,1,1,0,0,0,0,12,12,12.0,133.33,0,0
7,Overall (7),65,49,13,0,0,9,33,239,6.64,51.62,9,0
