,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2009,5,5,0,0,1,0,52,136,27.2,59.39,2,0
1,2010,1,1,0,0,0,0,16,16,16.0,53.33,1,0
2,Overall (2),6,6,0,0,1,0,52,152,25.33,58.69,3,0
