,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2008,12,9,1,0,0,1,35,119,14.88,54.84,4,0
1,2009,4,4,1,0,0,1,23*,48,16.0,64.0,0,0
2,2012,4,4,0,0,0,1,28,61,15.25,89.71,0,0
3,Overall (3),20,17,2,0,0,3,35,228,15.2,63.33,4,0
