,0,1,2,3,4,5,6,7,8,9,10,11,12
0,2010,3,1,0,0,0,0,4,4,4.0,80.0,6,0
1,2014,6,4,2,0,0,0,16,37,18.5,72.55,11,1
2,Overall (2),9,5,2,0,0,0,16,41,13.67,73.21,17,1
